observer,tau_rh,inverse_stable,inverse_gamma_cv,inverse_roughness
free_falling,45.800000000000004,False,3.31233902362809,0.00025125631820271943
accelerating,46.5,False,4.010305513020563,0.0001909293899029288
stationary,44.6,False,2.4715482832175883,0.00024198861729322202
